description,name,CAPRI_NUTS_ID,NUTS_YEAR,geometry
CY,Cyprus,CY000000,2010,"<Polygon><outerBoundaryIs><LinearRing><coordinates>33.005722,34.612968 33.023817,34.585601 33.035782,34.567505 33.004942,34.568575 32.966765,34.569899 32.946808,34.570591 32.93889,34.581115 32.896505,34.637447 32.874333,34.666916 32.809536,34.656939 32.745213,34.647035 32.743788,34.646815 32.716606,34.64263 32.703015,34.640537 32.612751,34.667506 32.612559,34.667564 32.494557,34.70282 32.484609,34.708738 32.477575,34.712922 32.434539,34.738525 32.427902,34.742473 32.408456,34.787759 32.397653,34.812917 32.395505,34.817919 32.391567,34.82709 32.383217,34.846534 32.381591,34.84703 32.348477,34.857124 32.316929,34.8998 32.316852,34.90305 32.315998,34.939088 32.315883,34.943909 32.315721,34.95076 32.314663,34.995376 32.298855,35.012214 32.289409,35.022275 32.277004,35.035488 32.275818,35.060024 32.275589,35.064765 32.274418,35.088993 32.289379,35.101803 32.302026,35.091964 32.30405,35.09039 32.323148,35.075532 32.359524,35.047233 32.432442,35.045341 32.49036,35.085174 32.492323,35.087643 32.507722,35.107008 32.513892,35.114767 32.529279,35.134117 32.536927,35.143734 32.558495,35.170857 32.616783,35.187174 32.628302,35.190398 32.644004,35.194793 32.65004,35.193023 32.666103,35.188311 32.702337,35.177683 32.719271,35.172715 32.745846,35.16492 32.780933,35.154628 32.794911,35.150528 32.808665,35.146493 32.828502,35.140675 32.828503,35.140674 32.858593,35.151867 32.908718,35.191551 32.936096,35.268532 32.927498,35.349487 32.925215,35.370985 32.921726,35.403839 32.959763,35.390462 32.966571,35.388067 33.024994,35.36752 33.048935,35.3591 33.098898,35.355259 33.134214,35.352543 33.188054,35.348403 33.216694,35.3462 33.225776,35.345502 33.251481,35.343525 33.257978,35.343026 33.281099,35.341248 33.293985,35.340257 33.338748,35.336815 33.343776,35.336428 33.371837,35.33427 33.379777,35.334168 33.391185,35.334021 33.43329,35.333478 33.454371,35.333206 33.456755,35.333176 33.470012,35.333005 33.481896,35.332851 33.50471,35.336424 33.523678,35.339394 33.605331,35.352179 33.639608,35.357546 33.650971,35.359325 33.650971,35.359326 33.656009,35.361611 33.723082,35.392043 33.771305,35.413921 33.800366,35.412873 33.83075,35.411777 33.83075,35.411778 33.838267,35.413643 33.895608,35.427874 33.926215,35.43547 33.946466,35.440495 33.953936,35.442349 33.960915,35.444081 33.979603,35.448719 34.002297,35.457516 34.010454,35.460677 34.040482,35.472316 34.044465,35.47386 34.058202,35.479185 34.113764,35.500722 34.125503,35.505272 34.125503,35.505272 34.145294,35.527316 34.1468,35.528993 34.157462,35.540867 34.157785,35.541227 34.172004,35.557064 34.176689,35.562282 34.184261,35.561509 34.208222,35.559061 34.229565,35.556881 34.235435,35.5594 34.261085,35.570407 34.33617,35.602627 34.337327,35.605336 34.344906,35.623089 34.387865,35.635821 34.424769,35.646758 34.454092,35.655448 34.537833,35.680266 34.587174,35.694889 34.571782,35.662395 34.561848,35.641422 34.494914,35.621785 34.494615,35.621698 34.450077,35.608631 34.413357,35.563416 34.407734,35.556492 34.283623,35.479976 34.135109,35.417244 34.09491,35.367641 34.073645,35.341402 34.062332,35.327442 34.017628,35.327892 33.996723,35.328102 33.941235,35.304378 33.922333,35.276697 33.903187,35.248657 33.909427,35.177849 33.909893,35.172558 33.95096,35.127611 33.958829,35.118999 34.016316,35.05608 34.041308,35.028727 34.07972,34.986686 34.074062,34.974619 34.066673,34.958858 33.963283,34.984932 33.910454,34.964 33.895585,34.958108 33.857407,34.942981 33.804442,34.967489 33.776531,34.980404 33.677929,34.971653 33.643448,34.938297 33.640899,34.893878 33.639321,34.866363 33.603871,34.816105 33.60387,34.816105 33.603852,34.816105 33.543354,34.815757 33.524493,34.807597 33.516908,34.804315 33.476371,34.786775 33.473412,34.785494 33.473177,34.785393 33.462201,34.780643 33.390788,34.749744 33.35533,34.734402 33.348643,34.731508 33.332091,34.724347 33.328164,34.722647 33.326288,34.721836 33.320744,34.719436 33.318777,34.719285 33.272627,34.715726 33.234284,34.712769 33.216269,34.71138 33.193815,34.709648 33.182703,34.708791 33.11026,34.703205 33.031769,34.66753 33.018746,34.64025 33.005722,34.612968</coordinates></LinearRing></outerBoundaryIs></Polygon>"
